sexe;enfant_conduite_accompagne;usage_vehicule;type_vehicule;est_rouge;age_vehicule;date_demande;etat_dossier;formule;tarif_devis;Id_Anonyme;Info Enfants;Revenus_Tranche
M;0;Private;Minivan;no;11.0;15/04/2022 13:43;complet;dev_integral;311.44;4338;"""Non""";"""60k+"""
F;0;Commercial;Van;no;14.0;13/12/2019 02:42;complet;dev_express;257.4;4339;"""Non""";"""60k+"""
M;0;Commercial;Pickup;yes;11.0;05/10/2021 12:39;complet;dev_express;258.42;4340;"""Non""";"""40_60k"""
F;0;Commercial;Pickup;yes;6.0;20/04/2022 01:02;complet;dev_express;254.57;4341;"""Non""";"""40_60k"""
F;0;Private;z_SUV;no;1.0;02/05/2022 23:12;complet;dev_integral;318.83;4342;"""Non""";"""20_40k"""
M;1;Private;Sports Car;no;16.0;18/08/2020 20:50;complet;dev_integral;319.35;4343;"""Oui""";"""60k+"""
M;0;Private;z_SUV;no;15.0;29/06/2021 04:19;complet;dev_integral;307.04;4344;"""Non""";"""0-20k"""
M;0;Private;z_SUV;no;;26/03/2020 21:06;complet;dev_integral;327.27;4345;"""Oui""";"""40_60k"""
M;0;Commercial;Minivan;no;11.0;13/11/2019 15:45;incomplet;dev_integral;296.14;4346;"""Non""";"""60k+"""
M;0;Private;Minivan;yes;6.0;25/02/2021 17:02;complet;dev_premium;470.57;4347;"""Oui""";"""0-20k"""
F;0;Commercial;Sports Car;no;1.0;04/12/2021 22:22;complet;dev_integral;283.39;4348;"""Non""";"""0-20k"""
M;0;Private;Sports Car;no;1.0;17/11/2019 14:45;complet;dev_integral;285.68;4349;"""Oui""";"""20_40k"""
F;0;Private;Minivan;no;14.0;14/05/2019 04:54;complet;dev_integral;328.19;4350;"""Non""";"""60k+"""
M;0;Private;Sports Car;no;16.0;18/09/2019 22:47;complet;dev_express;265.47;4351;"""Non""";"""60k+"""
M;0;Private;z_SUV;no;7.0;30/12/2019 08:09;complet;dev_express;279.94;4352;"""Non""";"""0-20k"""
M;0;Private;Minivan;no;18.0;29/07/2021 08:13;complet;dev_vip;601.28;4353;"""Oui""";"""60k+"""
F;0;Commercial;z_SUV;no;6.0;13/09/2019 18:42;complet;dev_express;260.64;4354;"""Oui""";"""40_60k"""
F;0;Private;Minivan;no;6.0;16/09/2020 02:35;complet;dev_express;278.03;4355;"""Oui""";"""20_40k"""
M;0;Private;Van;no;1.0;13/01/2020 17:33;incomplet;dev_premium;408.02;4356;"""Non""";"""60k+"""
F;0;Private;Pickup;no;1.0;28/09/2019 05:02;complet;dev_express;282.47;4357;"""Oui""";"""20_40k"""
M;0;Private;Minivan;yes;10.0;02/07/2019 16:15;complet;dev_premium;463.84;4358;"""Non""";"""20_40k"""
F;0;Commercial;Minivan;no;6.0;25/10/2021 11:54;complet;dev_express;275.92;4359;"""Non""";"""60k+"""
F;0;Commercial;Van;yes;10.0;22/11/2019 05:27;complet;dev_integral;294.74;4360;"""Non""";"""60k+"""
M;1;Private;z_SUV;no;5.0;03/10/2021 14:59;incomplet;dev_integral;301.9;4361;"""Oui""";"""40_60k"""
M;2;Commercial;Minivan;yes;1.0;16/03/2022 07:36;incomplet;dev_premium;370.94;4362;"""Oui""";"""20_40k"""
F;0;Private;z_SUV;no;17.0;15/07/2021 07:10;complet;dev_express;274.81;4363;"""Non""";"""60k+"""
M;0;Commercial;Sports Car;yes;7.0;01/08/2020 02:00;incomplet;dev_integral;281.91;4364;"""Non""";"""20_40k"""
F;0;Private;Van;yes;1.0;21/05/2022 08:38;complet;dev_express;270.25;4365;"""Oui""";"""0-20k"""
M;0;Commercial;Minivan;no;1.0;29/06/2021 20:00;complet;dev_express;258.07;4366;"""Non""";"""20_40k"""
F;0;Commercial;z_SUV;no;;09/12/2019 19:12;complet;dev_express;266.64;4367;"""Non""";"""20_40k"""
M;0;Commercial;Van;no;9.0;30/06/2021 22:15;complet;dev_express;281.8;4368;"""Non""";"""60k+"""
M;0;Private;Van;yes;1.0;03/01/2020 05:58;complet;dev_integral;330.37;4369;"""Non""";"""60k+"""
F;0;Private;z_SUV;no;;01/03/2022 18:29;complet;dev_express;280.86;4370;"""Oui""";"""60k+"""
F;0;Private;Pickup;no;8.0;22/08/2019 14:50;complet;dev_express;256.93;4371;"""Non""";"""0-20k"""
F;0;Private;z_SUV;no;6.0;22/06/2019 20:26;complet;dev_integral;307.29;4372;"""Oui""";"""0-20k"""
M;0;Private;Van;no;15.0;14/11/2021 04:06;complet;dev_integral;312.76;4373;"""Non""";"""60k+"""
M;0;Commercial;Pickup;no;18.0;10/05/2019 00:40;complet;dev_integral;327.66;4374;"""Non""";"""60k+"""
F;2;Private;z_SUV;no;5.0;28/04/2021 14:20;complet;dev_integral;331.92;4375;"""Oui""";"""0-20k"""
F;2;Private;Minivan;no;7.0;10/05/2022 11:14;complet;dev_premium;474.7;4376;"""Oui""";"""60k+"""
F;1;Private;z_SUV;no;;22/10/2020 18:25;complet;dev_express;270.33;4377;"""Oui""";"""40_60k"""
F;0;Private;Sports Car;no;10.0;06/03/2022 05:10;complet;dev_integral;314.87;4378;"""Non""";"""60k+"""
M;0;Private;Minivan;no;5.0;14/08/2021 09:35;complet;dev_express;250.71;4379;"""Oui""";"""0-20k"""
M;0;Commercial;z_SUV;no;11.0;24/06/2021 06:37;complet;dev_premium;375.03;4380;"""Non""";"""40_60k"""
F;0;Private;Minivan;yes;20.0;18/04/2019 17:59;complet;dev_premium;383.9;4381;"""Non""";"""60k+"""
M;0;Private;z_SUV;no;6.0;06/03/2020 09:14;complet;dev_integral;329.72;4382;"""Non""";"""60k+"""
F;0;Private;Minivan;no;1.0;26/05/2022 01:21;complet;dev_integral;298.09;4383;"""Non""";"""0-20k"""
F;0;Private;Sports Car;no;9.0;09/12/2020 09:58;complet;dev_premium;403.26;4384;"""Oui""";"""40_60k"""
M;1;Commercial;z_SUV;no;10.0;05/01/2020 01:36;complet;dev_express;271.79;4385;"""Oui""";"""60k+"""
F;0;Private;Minivan;no;13.0;23/09/2019 23:58;incomplet;dev_premium;332.82;4386;"""Non""";"""40_60k"""
M;2;Private;Minivan;yes;1.0;15/05/2019 05:47;complet;dev_integral;299.98;4387;"""Oui""";"""20_40k"""
F;1;Private;z_SUV;no;1.0;30/10/2019 17:24;complet;dev_premium;422.68;4388;"""Oui""";"""0-20k"""
M;0;Private;Van;yes;12.0;30/03/2021 21:06;complet;dev_express;262.4;4389;"""Non""";"""60k+"""
F;0;Commercial;Pickup;no;1.0;09/03/2020 15:50;complet;dev_integral;280.08;4390;"""Non""";"""20_40k"""
F;0;Commercial;z_SUV;no;9.0;30/06/2021 08:09;complet;dev_integral;293.92;4391;"""Non""";"""60k+"""
M;1;Private;z_SUV;no;13.0;08/11/2019 13:59;complet;dev_express;280.6;4392;"""Oui""";"""60k+"""
F;1;Private;Sports Car;no;1.0;25/04/2022 09:36;complet;dev_integral;292.34;4393;"""Oui""";"""20_40k"""
M;0;Private;z_SUV;no;14.0;25/07/2019 05:23;complet;dev_express;263.83;4394;"""Non""";"""60k+"""
M;0;Commercial;Van;no;16.0;25/10/2020 08:05;complet;dev_integral;317.23;4395;"""Non""";"""60k+"""
F;0;Private;Minivan;yes;5.0;11/08/2021 01:38;complet;dev_premium;452.0;4396;"""Oui""";"""40_60k"""
M;0;Private;Minivan;no;10.0;29/09/2019 01:54;complet;dev_express;253.06;4397;"""Non""";"""60k+"""
M;1;Private;Minivan;no;1.0;09/08/2020 14:55;complet;dev_integral;328.47;4398;"""Oui""";"""20_40k"""
M;0;Private;Minivan;yes;18.0;12/11/2020 11:38;complet;dev_integral;315.44;4399;"""Non""";"""60k+"""
F;3;Private;Minivan;yes;1.0;22/05/2021 22:53;complet;dev_integral;280.62;4400;"""Oui""";"""60k+"""
F;0;Private;Minivan;no;6.0;25/10/2020 05:43;complet;dev_express;279.66;4401;"""Non""";"""60k+"""
F;0;Commercial;z_SUV;no;1.0;24/05/2022 08:48;incomplet;dev_integral;316.79;4402;"""Non""";"""20_40k"""
F;0;Commercial;Minivan;yes;13.0;21/11/2020 13:12;complet;dev_premium;414.14;4403;"""Non""";"""60k+"""
F;0;Private;Minivan;no;;06/05/2020 18:55;complet;dev_integral;295.09;4404;"""Non""";"""0-20k"""
M;0;Private;Sports Car;no;8.0;25/10/2020 04:28;incomplet;dev_premium;405.16;4405;"""Non""";"""60k+"""
F;0;Private;z_SUV;no;8.0;16/05/2021 17:58;incomplet;dev_integral;290.97;4406;"""Non""";"""60k+"""
M;0;Private;Minivan;yes;4.0;21/04/2019 15:11;complet;dev_integral;307.64;4407;"""Non""";"""40_60k"""
F;0;Commercial;Minivan;yes;8.0;30/03/2022 17:10;incomplet;dev_express;283.79;4408;"""Oui""";"""0-20k"""
M;0;Commercial;z_SUV;no;1.0;29/05/2022 19:59;complet;dev_premium;325.92;4409;"""Non""";"""20_40k"""
M;0;Private;z_SUV;no;1.0;25/10/2021 21:37;complet;dev_express;260.2;4410;"""Oui""";"""0-20k"""
M;0;Commercial;Panel Truck;no;1.0;28/08/2021 16:37;complet;dev_integral;300.05;4411;"""Oui""";"""20_40k"""
F;0;Commercial;Van;yes;8.0;19/10/2021 03:01;complet;dev_premium;359.85;4412;"""Non""";"""60k+"""
F;0;Private;Minivan;yes;13.0;29/03/2020 16:34;complet;dev_premium;494.52;4413;"""Non""";"""60k+"""
M;2;Commercial;Minivan;yes;;24/03/2019 19:09;complet;dev_integral;315.31;4414;"""Oui""";"""0-20k"""
M;0;Private;z_SUV;no;10.0;19/10/2020 07:53;complet;dev_express;280.05;4415;"""Oui""";"""0-20k"""
F;0;Private;Van;yes;7.0;30/04/2020 21:44;complet;dev_integral;282.39;4416;"""Non""";"""20_40k"""
M;0;Private;Minivan;yes;16.0;15/02/2020 00:19;incomplet;dev_integral;308.57;4417;"""Non""";"""60k+"""
M;0;Private;Van;no;9.0;24/11/2021 16:30;complet;dev_integral;336.26;4418;"""Non""";"""60k+"""
M;0;Commercial;Panel Truck;yes;7.0;22/03/2020 10:48;complet;dev_integral;336.27;4419;"""Oui""";"""60k+"""
F;2;Private;Pickup;no;1.0;22/11/2019 18:28;incomplet;dev_express;254.09;4420;"""Oui""";"""20_40k"""
F;0;Commercial;Pickup;yes;15.0;30/12/2021 07:22;complet;dev_integral;319.15;4421;"""Non""";"""0-20k"""
M;0;Private;z_SUV;no;7.0;23/11/2021 11:58;complet;dev_premium;444.41;4422;"""Non""";"""20_40k"""
F;1;Private;Sports Car;no;8.0;04/04/2019 19:25;complet;dev_express;257.72;4423;"""Oui""";"""20_40k"""
F;0;Commercial;Panel Truck;yes;8.0;05/04/2020 19:44;complet;dev_integral;293.78;4424;"""Non""";"""60k+"""
M;1;Private;Pickup;yes;1.0;12/05/2019 13:13;complet;dev_integral;300.03;4425;"""Oui""";"""60k+"""
M;0;Commercial;z_SUV;no;1.0;12/12/2020 19:59;complet;dev_premium;491.49;4426;"""Non""";"""20_40k"""
F;0;Private;Sports Car;no;20.0;30/11/2021 17:05;complet;dev_premium;512.12;4427;"""Non""";"""0-20k"""
M;0;Commercial;Panel Truck;no;1.0;23/01/2020 08:34;complet;dev_express;265.3;4428;"""Non""";"""60k+"""
M;1;Private;z_SUV;no;13.0;13/01/2020 07:19;complet;dev_express;276.35;4429;"""Non""";"""60k+"""
M;1;Private;Sports Car;no;7.0;22/08/2020 18:52;complet;dev_integral;295.41;4430;"""Oui""";Non renseigné
F;0;Commercial;Panel Truck;yes;16.0;04/09/2020 01:27;incomplet;dev_integral;296.23;4431;"""Non""";"""60k+"""
F;0;Commercial;Panel Truck;yes;8.0;12/07/2021 23:34;complet;dev_express;258.98;4432;"""Oui""";"""0-20k"""
M;1;Private;Sports Car;no;8.0;01/09/2020 01:05;complet;dev_express;256.85;4433;"""Oui""";"""60k+"""
F;0;Private;z_SUV;no;11.0;13/09/2020 22:35;complet;dev_express;261.86;4434;"""Non""";"""60k+"""
M;0;Private;Sports Car;no;10.0;03/02/2022 15:04;complet;dev_express;260.98;4435;"""Oui""";"""20_40k"""
M;0;Commercial;Minivan;yes;10.0;02/08/2019 23:06;incomplet;dev_integral;332.03;4436;"""Non""";"""60k+"""
M;0;Private;z_SUV;no;6.0;04/11/2020 20:03;complet;dev_integral;332.64;4437;"""Oui""";"""20_40k"""
M;0;Private;Pickup;yes;1.0;30/07/2019 01:17;complet;dev_express;282.12;4438;"""Non""";"""0-20k"""
F;0;Private;Minivan;no;1.0;31/12/2020 23:39;complet;dev_integral;326.95;4439;"""Non""";"""20_40k"""
M;0;Commercial;Minivan;no;11.0;18/09/2020 10:08;complet;dev_premium;506.77;4440;"""Non""";"""0-20k"""
M;0;Commercial;Pickup;yes;1.0;20/11/2021 20:19;complet;dev_vip;811.56;4441;"""Non""";"""20_40k"""
F;0;Private;Pickup;no;1.0;07/09/2020 05:00;complet;dev_express;275.11;4442;"""Non""";"""20_40k"""
M;0;Private;Pickup;no;9.0;29/08/2019 11:28;complet;dev_integral;293.01;4443;"""Non""";"""60k+"""
F;0;Private;Sports Car;no;5.0;25/06/2020 20:45;complet;dev_integral;332.83;4444;"""Non""";"""40_60k"""
M;0;Commercial;Minivan;no;8.0;16/05/2022 00:02;complet;dev_express;273.65;4445;"""Oui""";"""20_40k"""
F;1;Private;z_SUV;no;10.0;15/05/2022 09:25;complet;dev_express;269.08;4446;"""Oui""";"""60k+"""
M;0;Commercial;Panel Truck;no;15.0;10/07/2020 18:02;incomplet;dev_integral;291.41;4447;"""Non""";"""60k+"""
M;0;Private;z_SUV;no;6.0;28/05/2022 03:24;complet;dev_express;266.44;4448;"""Oui""";"""60k+"""
F;0;Commercial;Van;yes;6.0;03/07/2021 11:28;complet;dev_express;277.78;4449;"""Non""";"""60k+"""
M;1;Private;Minivan;no;1.0;27/10/2021 18:35;incomplet;dev_express;265.18;4450;"""Oui""";"""40_60k"""
F;0;Private;Sports Car;no;19.0;17/05/2019 08:50;complet;dev_integral;285.62;4451;"""Non""";"""60k+"""
F;0;Private;Minivan;no;13.0;26/06/2019 18:50;complet;dev_integral;294.19;4452;"""Non""";"""60k+"""
F;0;Private;Minivan;yes;16.0;21/06/2020 03:21;complet;dev_premium;531.49;4453;"""Non""";"""60k+"""
M;0;Private;Minivan;no;1.0;23/10/2021 02:45;complet;dev_express;274.49;4454;"""Non""";"""0-20k"""
M;0;Commercial;Panel Truck;yes;15.0;29/01/2020 14:27;complet;dev_integral;293.3;4455;"""Non""";"""60k+"""
F;0;Private;Minivan;yes;15.0;18/02/2020 19:27;complet;dev_premium;516.99;4456;"""Non""";"""60k+"""
M;0;Commercial;Van;yes;12.0;04/10/2021 20:48;complet;dev_integral;313.03;4457;"""Oui""";"""60k+"""
F;0;Private;z_SUV;no;5.0;20/06/2021 12:02;complet;dev_express;258.74;4458;"""Non""";"""40_60k"""
F;0;Commercial;Pickup;yes;11.0;27/03/2022 17:26;complet;dev_integral;283.43;4459;"""Non""";"""0-20k"""
M;0;Private;z_SUV;no;6.0;02/07/2019 22:42;complet;dev_premium;506.34;4460;"""Oui""";"""60k+"""
F;0;Commercial;Pickup;no;8.0;23/12/2019 10:40;complet;dev_premium;345.6;4461;"""Non""";"""40_60k"""
F;0;Private;Pickup;yes;8.0;20/07/2020 01:04;complet;dev_integral;281.09;4462;"""Non""";"""60k+"""
F;0;Private;Minivan;yes;1.0;05/11/2021 03:59;complet;dev_integral;301.59;4463;"""Non""";"""40_60k"""
F;0;Private;Minivan;yes;7.0;14/05/2019 19:58;complet;dev_express;262.26;4464;"""Oui""";"""20_40k"""
M;0;Private;Minivan;no;25.0;08/05/2019 05:15;complet;dev_express;276.23;4465;"""Non""";"""60k+"""
F;0;Private;Minivan;yes;17.0;27/06/2021 04:29;complet;dev_express;251.98;4466;"""Non""";"""60k+"""
M;0;Private;Minivan;no;14.0;16/09/2020 12:15;complet;dev_express;251.68;4467;"""Non""";"""60k+"""
F;0;Private;Minivan;yes;8.0;28/07/2019 08:56;complet;dev_premium;500.6;4468;"""Non""";"""60k+"""
M;0;Private;z_SUV;no;14.0;28/09/2019 14:18;complet;dev_integral;291.22;4469;"""Non""";"""60k+"""
M;0;Private;z_SUV;no;1.0;03/02/2022 09:48;complet;dev_integral;334.71;4470;"""Non""";"""20_40k"""
F;0;Commercial;Panel Truck;yes;8.0;06/05/2022 15:53;complet;dev_premium;527.56;4471;"""Non""";"""60k+"""
F;0;Private;Minivan;no;;12/05/2022 06:56;complet;dev_premium;386.65;4472;"""Non""";"""20_40k"""
M;0;Private;z_SUV;no;9.0;22/10/2019 09:25;complet;dev_integral;304.04;4473;"""Non""";"""40_60k"""
F;0;Commercial;Van;yes;13.0;15/01/2022 18:39;complet;dev_integral;297.77;4474;"""Non""";"""60k+"""
F;0;Commercial;z_SUV;no;7.0;03/08/2021 22:12;complet;dev_integral;281.39;4475;"""Non""";"""0-20k"""
M;0;Private;Pickup;yes;;07/12/2020 08:26;complet;dev_integral;300.34;4476;"""Non""";"""40_60k"""
M;0;Private;z_SUV;no;4.0;14/06/2020 16:21;complet;dev_premium;393.14;4477;"""Non""";"""60k+"""
F;0;Private;Minivan;no;13.0;16/10/2021 01:25;complet;dev_premium;424.89;4478;"""Non""";"""0-20k"""
M;0;Private;z_SUV;no;13.0;08/06/2020 22:14;complet;dev_express;263.1;4479;"""Non""";"""40_60k"""
F;0;Commercial;Panel Truck;yes;12.0;28/04/2022 16:00;incomplet;dev_integral;306.7;4480;"""Oui""";"""60k+"""
M;0;Private;Sports Car;no;14.0;08/04/2019 13:02;complet;dev_express;250.91;4481;"""Non""";"""60k+"""
F;0;Private;Sports Car;no;21.0;24/02/2020 12:42;incomplet;dev_express;266.45;4482;"""Non""";"""60k+"""
F;0;Private;z_SUV;no;1.0;04/02/2021 15:34;complet;dev_integral;331.35;4483;"""Oui""";"""0-20k"""
M;2;Private;z_SUV;no;16.0;24/03/2020 20:19;complet;dev_integral;318.62;4484;"""Oui""";"""60k+"""
F;0;Private;z_SUV;no;1.0;11/10/2021 16:31;complet;dev_integral;294.34;4485;"""Non""";"""40_60k"""
F;0;Commercial;Panel Truck;yes;11.0;20/10/2020 20:47;complet;dev_premium;435.66;4486;"""Non""";"""60k+"""
F;0;Private;Sports Car;no;13.0;25/07/2019 15:59;complet;dev_integral;310.58;4487;"""Non""";"""40_60k"""
F;0;Private;Sports Car;no;6.0;22/07/2021 21:58;complet;dev_integral;327.43;4488;"""Oui""";"""0-20k"""
F;0;Private;z_SUV;no;1.0;09/08/2020 07:36;complet;dev_integral;296.66;4489;"""Non""";"""20_40k"""
M;0;Commercial;z_SUV;no;7.0;14/05/2020 06:10;complet;dev_integral;296.34;4490;"""Non""";Non renseigné
F;0;Private;Sports Car;no;17.0;03/04/2019 09:16;complet;dev_integral;297.82;4491;"""Non""";"""0-20k"""
F;0;Private;Pickup;yes;6.0;21/07/2021 12:01;incomplet;dev_integral;326.63;4492;"""Non""";"""40_60k"""
F;0;Commercial;Pickup;no;8.0;21/12/2021 15:46;complet;dev_premium;490.9;4493;"""Non""";"""20_40k"""
M;0;Commercial;Panel Truck;no;17.0;22/01/2021 02:50;complet;dev_integral;337.51;4494;"""Non""";"""60k+"""
F;0;Private;z_SUV;no;1.0;11/02/2021 19:40;complet;dev_premium;486.8;4495;"""Oui""";"""20_40k"""
M;2;Commercial;Pickup;yes;1.0;24/01/2022 13:18;complet;dev_integral;332.21;4496;"""Oui""";"""0-20k"""
M;0;Private;z_SUV;no;14.0;28/06/2019 20:06;complet;dev_premium;429.78;4497;"""Non""";"""60k+"""
M;0;Commercial;Van;yes;10.0;16/04/2020 17:56;complet;dev_express;271.39;4498;"""Non""";"""60k+"""
F;0;Private;Minivan;no;15.0;05/02/2021 05:28;complet;dev_express;264.46;4499;"""Non""";"""60k+"""
F;0;Private;Sports Car;no;1.0;20/12/2020 16:47;complet;dev_integral;284.81;4500;"""Non""";"""0-20k"""
M;0;Private;Sports Car;no;7.0;08/05/2019 00:13;complet;dev_integral;284.61;4501;"""Non""";"""20_40k"""
M;0;Private;Minivan;yes;1.0;08/10/2020 20:02;complet;dev_integral;327.11;4502;"""Non""";"""0-20k"""
M;0;Private;z_SUV;no;11.0;26/09/2020 01:40;incomplet;dev_premium;338.92;4503;"""Oui""";"""0-20k"""
M;0;Commercial;Pickup;yes;6.0;14/10/2020 16:30;complet;dev_integral;320.98;4504;"""Non""";"""40_60k"""
M;0;Private;Pickup;no;19.0;17/03/2022 06:56;complet;dev_integral;327.59;4505;"""Non""";"""60k+"""
F;3;Commercial;Minivan;no;1.0;11/03/2020 01:16;complet;dev_express;258.7;4506;"""Oui""";"""0-20k"""
F;0;Private;Minivan;no;1.0;21/10/2021 04:04;complet;dev_integral;316.88;4507;"""Non""";"""40_60k"""
M;0;Commercial;Minivan;no;1.0;13/10/2021 11:35;complet;dev_integral;280.73;4508;"""Non""";"""20_40k"""
F;2;Private;Pickup;no;7.0;20/04/2019 15:26;complet;dev_express;279.51;4509;"""Oui""";"""60k+"""
F;0;Private;Minivan;no;1.0;21/07/2020 12:55;complet;dev_integral;313.88;4510;"""Non""";"""40_60k"""
M;0;Commercial;Panel Truck;yes;7.0;24/08/2019 11:54;complet;dev_express;253.71;4511;"""Non""";"""20_40k"""
M;1;Private;Sports Car;no;1.0;28/06/2020 06:15;complet;dev_integral;302.0;4512;"""Oui""";"""0-20k"""
M;0;Private;z_SUV;no;9.0;29/03/2022 02:50;complet;dev_integral;302.86;4513;"""Non""";"""0-20k"""
M;1;Private;z_SUV;no;;24/12/2021 14:22;complet;dev_premium;363.34;4514;"""Oui""";"""20_40k"""
F;0;Private;z_SUV;no;10.0;27/05/2021 02:21;complet;dev_integral;327.59;4515;"""Non""";"""40_60k"""
F;1;Private;Van;no;1.0;01/11/2021 02:52;complet;dev_premium;343.83;4516;"""Oui""";Non renseigné
M;0;Commercial;Sports Car;no;8.0;18/03/2020 07:14;complet;dev_integral;305.93;4517;"""Oui""";"""0-20k"""
M;0;Private;Sports Car;no;1.0;26/10/2020 21:22;complet;dev_vip;662.05;4518;"""Non""";"""60k+"""
F;0;Private;z_SUV;no;14.0;28/05/2022 18:51;incomplet;dev_integral;290.84;4519;"""Non""";"""60k+"""
F;0;Private;Sports Car;no;12.0;24/10/2021 17:20;complet;dev_express;277.64;4520;"""Non""";Non renseigné
M;0;Private;Minivan;no;14.0;25/03/2022 06:55;incomplet;dev_express;263.78;4521;"""Non""";"""60k+"""
M;0;Private;Pickup;yes;;10/05/2022 07:12;complet;dev_express;273.02;4522;"""Non""";"""60k+"""
M;0;Private;Van;no;13.0;02/07/2021 14:44;incomplet;dev_integral;321.87;4523;"""Non""";Non renseigné
M;0;Commercial;Panel Truck;yes;12.0;19/09/2021 22:37;incomplet;dev_express;250.56;4524;"""Non""";"""60k+"""
F;0;Private;Sports Car;no;1.0;02/05/2021 00:17;incomplet;dev_express;276.13;4525;"""Oui""";"""0-20k"""
M;0;Commercial;z_SUV;no;7.0;06/04/2019 16:53;incomplet;dev_express;273.68;4526;"""Non""";"""0-20k"""
F;0;Commercial;Panel Truck;no;21.0;17/02/2021 15:33;complet;dev_integral;304.46;4527;"""Non""";"""60k+"""
F;0;Commercial;Pickup;yes;1.0;17/05/2021 00:31;complet;dev_express;261.67;4528;"""Non""";"""0-20k"""
M;0;Private;z_SUV;no;8.0;03/10/2020 19:26;complet;dev_integral;322.9;4529;"""Oui""";Non renseigné
F;0;Private;Minivan;yes;13.0;25/09/2020 22:26;complet;dev_integral;306.7;4530;"""Non""";"""40_60k"""
F;0;Commercial;Pickup;no;1.0;13/04/2020 04:45;complet;dev_integral;330.05;4531;"""Oui""";"""20_40k"""
M;0;Private;z_SUV;no;18.0;07/08/2020 06:54;complet;dev_integral;332.85;4532;"""Non""";"""60k+"""
M;0;Commercial;Pickup;no;8.0;17/08/2019 11:31;incomplet;dev_integral;314.28;4533;"""Oui""";"""40_60k"""
F;0;Private;Sports Car;no;7.0;04/04/2019 08:51;complet;dev_express;276.73;4534;"""Oui""";"""20_40k"""
M;0;Commercial;Minivan;no;1.0;06/08/2019 23:15;complet;dev_integral;306.55;4535;"""Oui""";"""20_40k"""
F;0;Commercial;z_SUV;no;1.0;30/05/2020 17:30;complet;dev_integral;288.9;4536;"""Oui""";"""20_40k"""
F;0;Commercial;Sports Car;no;1.0;01/11/2020 15:50;complet;dev_integral;297.79;4537;"""Non""";Non renseigné
M;0;Private;z_SUV;no;7.0;03/01/2021 08:52;complet;dev_integral;310.42;4538;"""Non""";"""20_40k"""
M;0;Private;Minivan;no;16.0;15/01/2021 02:17;incomplet;dev_integral;313.0;4539;"""Non""";"""60k+"""
M;0;Private;Sports Car;no;1.0;16/01/2020 04:16;complet;dev_integral;284.74;4540;"""Non""";"""0-20k"""
M;0;Commercial;Pickup;yes;10.0;05/01/2020 08:17;complet;dev_express;282.53;4541;"""Non""";"""20_40k"""
F;0;Commercial;Pickup;yes;1.0;02/03/2021 11:09;complet;dev_express;282.3;4542;"""Non""";"""20_40k"""
M;0;Private;Sports Car;no;9.0;22/06/2019 06:34;complet;dev_integral;286.91;4543;"""Non""";"""60k+"""
M;0;Private;Minivan;no;5.0;02/09/2019 21:54;complet;dev_integral;325.65;4544;"""Oui""";"""0-20k"""
M;0;Private;Sports Car;no;1.0;13/09/2021 05:35;incomplet;dev_express;250.44;4545;"""Oui""";"""0-20k"""
M;0;Commercial;Minivan;no;8.0;16/06/2020 18:23;complet;dev_express;261.91;4546;"""Oui""";"""60k+"""
F;4;Private;z_SUV;no;;28/10/2019 04:53;complet;dev_integral;281.55;4547;"""Oui""";"""0-20k"""
F;0;Commercial;Panel Truck;no;13.0;23/04/2021 07:07;complet;dev_express;266.37;4548;"""Non""";"""60k+"""
M;0;Commercial;Pickup;yes;1.0;09/04/2019 22:03;complet;dev_integral;284.59;4549;"""Non""";"""40_60k"""
F;0;Commercial;Sports Car;no;8.0;17/09/2019 23:45;complet;dev_integral;287.27;4550;"""Non""";"""0-20k"""
M;0;Commercial;Pickup;no;1.0;28/03/2019 07:08;complet;dev_integral;305.89;4551;"""Non""";"""40_60k"""
M;0;Commercial;Minivan;yes;13.0;26/09/2019 12:06;complet;dev_integral;292.35;4552;"""Oui""";"""0-20k"""
F;0;Private;Pickup;no;8.0;13/07/2020 09:58;incomplet;dev_express;261.54;4553;"""Non""";"""60k+"""
M;0;Private;Sports Car;yes;1.0;04/09/2020 17:58;complet;dev_express;265.68;4554;"""Non""";"""0-20k"""
F;0;Commercial;Pickup;no;1.0;19/10/2020 16:18;complet;dev_express;276.43;4555;"""Non""";"""20_40k"""
M;0;Commercial;Panel Truck;yes;10.0;04/08/2019 14:52;complet;dev_express;277.85;4556;"""Non""";"""60k+"""
M;3;Private;z_SUV;no;6.0;23/11/2021 14:25;complet;dev_integral;304.46;4557;"""Oui""";"""20_40k"""
F;0;Private;z_SUV;no;8.0;13/05/2021 23:22;complet;dev_integral;309.61;4558;"""Non""";Non renseigné
F;0;Commercial;Pickup;no;1.0;29/11/2019 06:38;complet;dev_integral;291.33;4559;"""Non""";"""0-20k"""
M;0;Private;Minivan;yes;11.0;28/09/2021 12:28;complet;dev_express;263.28;4560;"""Non""";"""60k+"""
M;0;Private;z_SUV;no;;10/07/2019 20:31;incomplet;dev_integral;334.64;4561;"""Non""";"""60k+"""
F;0;Commercial;Panel Truck;yes;12.0;24/10/2021 23:07;complet;dev_premium;492.32;4562;"""Oui""";"""60k+"""
F;0;Private;z_SUV;no;24.0;28/02/2020 03:23;complet;dev_integral;315.91;4563;"""Non""";"""60k+"""
F;0;Private;Sports Car;no;16.0;13/05/2020 21:02;incomplet;dev_integral;285.56;4564;"""Non""";"""60k+"""
